회원번호,카테고리
15301,0
15302,12
15302,4
15302,20
15302,13
15302,24
15303,5
15303,9
15303,10
15303,0
15304,0
15304,5
15304,19
15305,24
15306,5
15306,0
15306,1
15306,14
15306,19
15307,8
15308,20
15308,12
15308,17
15308,23
15308,2
15308,6
15308,1
15308,5
15309,4
15309,3
15309,1
15309,5
15310,17
15310,20
15311,15
15311,4
15312,11
15312,15
15312,21
15313,1
15313,4
15314,14
15314,10
15315,0
15315,10
15315,6
15315,7
15315,11
15316,10
15316,5
15316,14
15317,18
15318,0
15318,11
15319,15
15319,24
15319,20
15319,16
15319,3
15319,13
15320,20
15320,21
15320,6
15320,9
15320,4
15320,1
15320,13
15320,12
15320,8
15320,19
15320,14
15321,12
15321,14
15321,19
15321,9
15321,23
15321,16
15321,1
15321,5
15322,8
15322,0
15323,14
15323,5
15323,8
15324,20
15324,2
15324,22
15325,20
15325,5
15326,24
15327,4
15328,5
15328,15
15328,12
15328,18
15328,13
15329,12
15329,6
15329,14
15330,20
15330,18
15330,9
15330,16
15330,15
15330,22
15331,8
15331,5
15332,20
15332,15
15333,14
15333,10
15333,18
15333,13
15333,9
15333,19
15333,5
15334,20
15334,22
15335,20
15335,24
15335,15
15335,10
15336,17
15337,8
15337,0
15337,13
15337,24
15337,20
15337,2
15337,7
15337,18
15338,7
15338,15
15338,4
15338,20
15339,5
15339,16
15339,8
15339,17
15340,19
15341,15
15341,16
15341,5
15342,23
15342,9
15342,10
15342,12
15343,2
15344,0
15345,24
15345,0
15346,20
15347,8
15347,24
15347,20
15347,9
15347,7
15347,19
15348,5
15349,10
15350,12
15350,9
15350,5
15350,16
15350,3
15350,18
15350,14
15350,6
15351,24
15351,0
15351,20
15351,11
15352,15
15352,20
15352,21
15353,0
15353,9
15354,14
15354,8
15355,8
15355,15
15356,11
15357,10
15357,19
15357,4
15358,19
15358,5
15358,10
15358,8
15359,0
15359,13
15359,5
15359,12
15359,2
15359,21
15360,16
15360,15
15360,20
15361,13
15361,2
15361,0
15362,24
15362,16
15363,5
15363,1
15363,12
15364,14
15365,20
15365,0
15365,13
15365,7
15365,24
15365,2
15365,10
15365,21
15365,11
15366,23
15366,11
15367,24
15367,13
15367,7
15368,0
15369,15
15369,0
15369,20
15369,24
15369,2
15370,18
15370,24
15371,15
15372,18
15372,7
15372,9
15372,24
15373,8
15373,17
15373,0
15373,12
15374,16
15374,0
15374,4
15374,2
15374,15
15374,14
15374,5
15375,21
15376,20
15376,4
15376,15
15376,9
15377,10
15377,16
15377,23
15377,18
15378,17
15378,1
15378,8
15378,2
15378,14
15378,9
15378,5
15378,16
15379,1
15380,4
15380,20
15380,24
15380,3
15380,16
15380,15
15381,19
15381,5
15381,2
15381,14
15382,20
15382,13
15383,0
15383,18
15383,14
15384,16
15384,6
15384,0
15384,23
15384,24
15384,17
15385,15
15385,4
15385,1
15386,24
15386,11
15386,20
15387,20
15387,4
15388,0
15388,13
15388,3
15388,14
15388,24
15389,14
15389,11
15389,1
15390,5
15390,21
15390,18
15390,17
15390,10
15390,4
15391,3
15391,17
15391,1
15392,0
15392,10
15392,20
15392,3
15393,13
15393,15
15393,20
15393,10
15394,12
15394,19
15395,3
15395,18
15396,19
15397,19
15397,1
15397,17
15397,9
15397,10
15397,5
15397,8
15398,20
15399,15
15399,20
15399,21
15400,10
15400,5
15400,19
15401,24
15401,15
15401,20
15401,4
15401,19
15401,13
15402,0
15402,13
15402,14
15402,2
15402,6
15403,18
15403,1
15403,10
15403,13
15403,20
15404,24
15405,5
15405,20
15406,4
15406,20
15406,16
15407,21
15407,6
15407,19
15408,10
15409,20
15409,24
15410,14
15411,15
15411,4
15411,16
15412,8
15413,19
15413,10
15413,18
15413,23
15414,7
15414,15
15415,10
15415,13
15415,5
15415,18
15415,15
15415,14
15416,17
15416,16
15417,6
15418,3
15418,8
15419,1
15419,15
15419,13
15419,4
15420,0
15420,13
15421,12
15421,17
15422,20
15422,15
15422,19
15422,24
15422,5
15422,0
15423,11
15424,24
15424,20
15424,1
15424,18
15424,16
15424,15
15425,23
15426,0
15426,15
15426,19
15426,17
15426,14
15427,1
15428,0
15429,0
15429,13
15430,18
15430,10
15430,24
15430,20
15430,15
15430,9
15430,5
15430,23
15430,2
15431,20
15432,24
15432,15
15432,14
15432,20
15432,10
15432,2
15433,5
15433,1
15434,0
15434,13
15435,8
15435,0
15435,10
15435,5
15435,20
15435,12
15435,3
15436,13
15437,14
15437,18
15437,19
15438,3
15438,16
15439,20
15439,3
15440,24
15441,15
15441,20
15442,13
15442,19
15442,16
15442,17
15442,18
15442,8
15442,14
15442,7
15442,20
15443,15
15443,3
15443,0
15443,4
15444,9
15444,19
15444,18
15445,2
15445,5
15445,14
15445,10
15445,21
15445,16
15445,6
15445,15
15445,20
15446,7
15447,3
15448,20
15449,17
15449,11
15449,0
15449,12
15449,7
15449,19
15449,10
15450,23
15451,24
15451,10
15451,0
15451,11
15452,14
15452,13
15453,13
15453,15
15453,22
15453,4
15453,14
15454,21
15455,14
15455,5
15455,11
15455,19
15455,13
15455,10
15455,12
15455,0
15455,4
15455,21
15455,6
15455,18
15455,1
15456,24
15456,11
15456,8
15456,20
15456,15
15457,15
15457,4
15458,10
15458,18
15459,11
15460,0
15460,20
15460,4
15461,4
15461,19
15462,20
15462,24
15462,4
15462,2
15462,13
15463,20
15464,0
15464,24
15465,5
15465,23
15465,18
15465,19
15465,14
15465,4
15465,2
15465,21
15465,10
15465,16
15465,6
15466,11
15467,24
15467,20
15467,15
15467,14
15468,0
15468,21
15469,12
15469,11
15469,10
15470,4
15471,13
15472,24
15472,20
15472,14
15473,19
15473,10
15474,20
15474,4
15474,13
15474,10
15474,9
15474,0
15475,9
15476,10
15476,1
15476,19
15476,15
15476,8
15476,16
15476,23
15477,16
15477,20
15477,15
15477,18
15477,9
15477,10
15477,19
15477,12
15477,1
15478,16
15479,12
15479,18
15479,9
15479,14
15479,19
15480,8
15480,13
15481,24
15481,13
15481,3
15481,15
15481,12
15481,8
15482,15
15482,16
15482,13
15482,20
15482,21
15482,14
15482,10
15482,17
15482,5
15482,7
15482,18
15482,8
15482,4
15482,12
15482,0
15482,1
15483,10
15484,23
15484,19
15484,2
15484,7
15484,4
15484,5
15484,9
15485,23
15485,7
15485,10
15485,20
15485,13
15486,24
15486,13
15486,20
15487,19
15488,4
15488,15
15488,13
15489,14
15489,2
15489,5
15489,12
15489,10
15489,20
15489,0
15490,7
15491,6
15491,13
15492,24
15493,2
15493,13
15493,11
15494,13
15494,6
15494,10
15494,1
15494,12
15494,19
15494,5
15495,15
15495,0
15495,20
15495,24
15495,17
15496,0
15496,11
15497,2
15497,10
15497,20
15497,15
15497,24
15497,19
15497,18
15497,9
15498,16
15499,20
15499,22
15499,15
15500,9
15500,2
15500,19
15500,10
15500,1
15501,24
15501,19
15502,20
15502,8
15502,19
15503,11
15503,9
15504,0
15504,13
15504,24
15504,5
15504,12
15504,8
15504,2
15504,19
15505,15
15505,17
15506,0
15506,18
15506,2
15506,6
15507,10
15508,5
15508,9
15508,16
15508,10
15508,2
15508,1
15508,8
15508,12
15509,14
15510,15
15510,20
15511,21
15511,4
15511,3
15512,0
15513,8
15513,0
15513,10
15513,12
15514,18
15514,4
15514,15
15514,20
15514,12
15514,14
15514,19
15514,10
15514,24
15514,16
15514,8
15515,2
15515,4
15515,13
15515,11
15515,24
15515,0
15515,10
15515,20
15515,18
15515,5
15515,3
15516,13
15517,8
15518,24
15519,21
15519,10
15519,13
15520,5
15520,4
15520,9
15520,7
15520,8
15520,18
15521,20
15522,0
15522,24
15523,11
15524,24
15524,13
15525,20
15525,4
15525,22
15525,15
15525,13
15525,24
15525,18
15525,19
15525,16
15526,24
15526,13
15526,6
15527,7
15527,16
15527,11
15527,4
15527,1
15528,18
15528,23
15528,6
15528,16
15529,24
15529,11
15530,24
15530,20
15530,14
15530,4
15530,2
15531,6
15532,1
15532,5
15533,2
15533,3
15533,24
15533,0
15533,13
15533,20
15533,15
15533,22
15534,0
15534,11
15535,13
15535,3
15536,14
15537,5
15537,16
15537,4
15537,12
15537,15
15537,22
15537,18
15537,10
15538,5
15538,10
15538,1
15539,0
15539,13
15539,24
15539,11
15539,7
15539,3
15539,18
15539,20
15539,4
15540,21
15541,2
15541,10
15541,0
15542,8
15542,20
15542,16
15543,15
15543,10
15543,5
15544,4
15544,14
15544,17
15544,3
15544,20
15544,21
15544,16
15544,12
15545,8
15545,16
15545,21
15545,4
15545,11
15545,20
15546,10
15546,5
15546,14
15546,23
15546,18
15546,19
15547,3
15548,24
15548,6
15549,18
15549,10
15550,10
15550,1
15551,21
15552,20
15552,4
15552,24
15552,15
15553,5
15553,13
15553,16
15553,11
15553,12
15553,4
15553,1
15553,14
15553,18
15553,10
15554,13
15554,8
15554,6
15555,13
15555,24
15555,20
15555,8
15556,18
15557,20
15557,18
15557,0
15558,14
15558,11
15558,20
15558,0
15558,5
15558,10
15558,3
15558,2
15558,8
15558,19
15559,24
15560,17
15560,0
15560,24
15561,0
15561,13
15561,10
15561,6
15561,1
15561,18
15561,2
15561,4
15561,8
15561,14
15561,19
15561,3
15562,0
15562,24
15562,5
15562,11
15563,4
15564,7
15564,0
15564,12
15564,18
15564,5
15565,20
15565,24
15565,17
15566,14
15567,0
15567,20
15567,24
15567,10
15568,21
15568,18
15568,8
15568,14
15568,16
15569,8
15569,12
15570,3
15570,4
15570,19
15571,10
15571,8
15571,19
15571,2
15571,16
15571,5
15572,11
15572,3
15572,4
15572,23
15572,17
15572,20
15573,19
15574,2
15574,22
15574,13
15574,14
15574,20
15575,14
15575,6
15575,0
15575,8
15575,21
15576,15
15576,20
15576,0
15576,16
15576,11
15576,19
15577,3
15577,24
15577,0
15577,13
15577,4
15577,20
15578,4
15578,18
15578,5
15579,14
15580,18
15581,20
15581,16
15581,13
15581,14
15581,7
15581,6
15582,16
15582,4
15583,4
15583,15
15584,10
15584,21
15585,4
15585,19
15585,14
15585,7
15586,2
15586,24
15586,14
15586,18
15586,15
15586,20
15587,20
15587,2
15587,15
15587,17
15587,5
15587,8
15587,24
15587,10
15588,2
15588,15
15589,11
15589,5
15589,19
15589,1
15589,10
15590,17
15590,2
15591,16
15591,14
15591,6
15591,18
15591,19
15591,9
15592,24
15593,23
15593,17
15594,20
15595,6
15595,4
15595,17
15596,16
15597,15
15597,24
15598,4
15598,1
15598,5
15598,10
15598,3
15598,21
15599,24
15599,20
15600,20
15601,9
15602,11
15602,7
15602,9
15602,13
15602,4
15602,19
15602,0
15602,14
15603,5
15604,9
15604,7
15604,4
15604,20
15605,24
15605,12
15605,23
15605,17
15606,13
15607,23
15607,19
15607,12
15607,18
15607,7
15608,4
15608,15
15608,5
15609,20
15609,3
15609,24
15609,4
15609,15
15610,0
15611,6
15612,10
15612,4
15612,1
15612,16
15612,23
15612,9
15612,12
15613,10
15613,9
15613,0
15613,2
15613,18
15613,8
15613,12
15613,20
15613,19
15614,10
15615,14
15616,18
15617,15
15617,20
15617,24
15617,22
15617,8
15618,0
15619,23
15620,13
15620,5
15620,18
15620,12
15620,14
15620,23
15620,15
15620,4
15620,10
15620,19
15620,21
15620,16
15620,7
15620,9
15620,20
15621,4
15621,10
15621,14
15622,15
15623,17
15623,13
15623,4
15623,15
15623,1
15623,7
15623,16
15623,2
15623,14
15624,21
15625,0
15626,12
15626,10
15626,4
15626,15
15626,2
15626,20
15626,5
15626,13
15626,23
15626,19
15626,9
15627,17
15627,18
15627,14
15628,20
15628,24
15628,13
15628,2
15629,14
15629,18
15629,3
15629,13
15630,24
15630,20
15630,16
15630,1
15630,2
15630,23
15630,0
15630,8
15630,10
15630,19
15630,9
15630,4
15630,14
15631,6
15631,14
15631,12
15631,9
15631,18
15631,13
15632,24
15632,5
15632,1
15633,23
15633,20
15633,5
15633,13
15634,6
15634,18
15634,13
15634,19
15634,9
15634,21
15634,10
15635,6
15635,9
15635,18
15635,19
15636,4
15637,20
15637,24
15637,15
15637,10
15638,8
15638,9
15638,20
15638,10
15639,0
15640,11
15640,7
15641,5
15641,0
15642,0
15642,20
15642,13
15642,4
15643,6
15643,16
15643,4
15644,16
15644,6
15645,0
15645,13
15645,5
15645,24
15645,10
15645,14
15645,2
15645,20
15645,4
15646,0
15646,3
15646,10
15646,17
15647,11
15648,13
15648,11
15649,6
15650,7
15650,12
15650,19
15650,3
15650,5
15651,16
15651,14
15652,19
15652,17
15652,16
15652,24
15652,9
15652,5
15652,18
15652,2
15653,5
15654,18
15654,10
15654,14
15654,9
15654,8
15655,7
15656,19
15656,5
15656,13
15657,20
15657,17
15657,8
15657,24
15657,4
15658,3
15658,15
15658,13
15658,20
15658,8
15658,6
15658,2
15658,24
15659,24
15659,20
15659,22
15659,16
15659,1
15659,10
15659,4
15660,0
15660,18
15660,14
15660,19
15661,13
15661,15
15661,19
15662,17
15663,0
15664,6
15665,0
15665,7
15665,13
15666,24
15666,20
15666,4
15666,0
15667,0
15667,16
15668,24
15669,10
15669,14
15669,8
15669,20
15669,15
15669,4
15669,2
15669,9
15669,5
15669,19
15669,21
15670,0
15671,15
15671,20
15671,5
15671,8
15671,24
15672,15
15672,12
15672,20
15672,13
15672,21
15673,1
15673,14
15673,2
15673,21
15673,4
15673,19
15673,10
15674,15
15674,20
15674,4
15674,22
15675,20
15675,10
15676,4
15676,15
15676,3
15676,19
15676,1
15676,16
15677,15
15677,20
15677,13
15677,24
15678,9
15678,19
15678,5
15678,7
15678,14
15679,19
15679,16
15679,14
15679,10
15680,18
15681,0
15681,5
15681,12
15681,24
15681,20
15681,2
15681,8
15682,24
15683,24
15684,15
15684,24
15685,15
15685,16
15685,5
15685,24
15685,20
15685,3
15686,20
15686,15
15686,24
15686,3
15686,14
15687,8
15688,17
15688,6
15688,24
15689,16
15690,17
15690,5
15690,19
15690,4
15690,9
15690,12
15690,14
15690,16
15690,18
15690,10
15691,12
15692,13
15692,4
15693,0
15693,8
15693,16
15694,10
15694,24
15694,15
15694,0
15694,13
15694,20
15694,2
15695,5
15696,4
15696,16
15696,20
15696,18
15696,10
15696,15
15697,0
15697,10
15698,14
15699,3
15699,0
15700,4
15700,10
15700,12
15700,5
15700,14
15700,2
15700,19
15701,5
15701,3
15701,10
15702,3
15702,2
15702,0
15703,13
15703,0
15703,8
15703,2
15704,10
15704,24
15704,20
15704,3
15705,4
15705,15
15705,19
15705,3
15706,24
15706,20
15706,2
15706,7
15706,0
15706,21
15706,8
15707,5
15708,24
15708,20
15708,15
15708,3
15708,23
15708,17
15709,8
15709,4
15709,15
15709,22
15710,24
15710,0
15711,20
15711,4
15711,24
15711,23
15711,6
15712,24
15712,20
15712,16
15712,5
15713,0
15713,8
15713,13
15713,17
15714,23
15714,17
15715,20
15715,10
15715,14
15715,1
15715,24
15715,8
15715,16
15715,19
15715,5
15715,4
15715,21
15715,15
15716,13
15716,14
15716,20
15717,12
15718,19
15718,24
15718,5
15718,0
15719,0
15720,20
15720,2
15720,5
15721,1
15721,10
15722,13
15722,0
15723,11
15723,3
15724,0
15724,19
15724,2
15724,10
15724,15
15725,0
15725,13
15725,24
15725,8
15725,19
15726,5
15726,0
15727,4
15727,14
15728,13
15728,19
15728,3
15728,5
15728,10
15729,18
15729,7
15729,14
15729,5
15729,23
15730,0
15730,19
15730,13
15731,15
15731,18
15731,20
15731,24
15731,12
15732,19
15732,5
15732,10
15732,23
15733,4
15733,17
15734,18
15734,5
15734,13
15734,0
15734,24
15734,8
15734,17
15735,3
15735,0
15735,2
15735,20
15736,10
15736,18
15736,14
15736,16
15736,6
15737,0
15738,9
15738,10
15738,19
15738,4
15738,21
15739,0
15740,13
15740,0
15740,17
15740,19
15741,21
15741,24
15741,1
15741,13
15741,14
15741,0
15741,10
15741,15
15741,22
15741,7
15741,19
15741,23
15742,5
15742,10
15742,19
15743,24
15744,18
15744,19
15744,10
15744,5
15744,13
15744,14
15745,9
15745,0
15745,1
15745,10
15746,18
15747,13
15748,20
15748,10
15748,2
15748,14
15748,17
15748,0
15749,15
15749,19
15749,24
15749,3
15749,20
15749,13
15750,24
15750,3
15750,20
15750,18
15750,2
15750,4
15750,17
15750,15
15751,21
15752,13
15752,21
15752,10
15752,9
15753,0
15753,5
15753,24
15753,3
15754,10
15754,0
15754,14
15755,1
15756,24
15756,10
15757,24
15757,20
15757,22
15757,16
15757,10
15757,15
15757,4
15757,13
15757,18
15757,19
15757,2
15758,0
15759,17
15759,14
15760,20
15760,24
15760,4
15761,14
15761,19
15761,16
15761,12
15761,5
15762,9
15762,23
15762,18
15762,20
15762,7
15762,15
15762,12
15763,16
15764,4
15764,19
15765,24
15765,4
15765,5
15765,15
15765,19
15766,21
15766,12
15767,10
15767,18
15768,4
15768,15
15768,17
15769,6
15769,11
15769,10
15769,14
15770,4
15770,17
15770,5
15770,22
15770,11
15770,3
15770,10
15771,24
15771,4
15771,3
15771,20
15772,13
15772,17
15773,13
15773,18
15773,7
15774,4
15774,10
15775,18
15775,14
15775,23
15776,24
15776,8
15776,4
15776,20
15776,1
15776,10
15776,16
15776,5
15776,14
15776,19
15776,12
15776,15
15777,17
15777,19
15777,13
15777,14
15777,5
15777,7
15778,24
15779,20
15779,24
15779,15
15780,8
15780,21
15781,24
15781,16
15781,4
15781,20
15782,19
15783,24
15783,22
15783,10
15783,19
15783,21
15783,17
15783,18
15784,24
15784,17
15785,6
15785,7
15786,5
15786,10
15786,21
15787,11
15787,4
15787,12
15788,4
15788,10
15788,1
15788,13
15788,20
15788,24
15789,0
15790,24
15790,13
15790,0
15790,20
15790,7
15790,9
15790,6
15790,11
15791,5
15791,20
15791,13
15791,24
15791,19
15791,10
15791,15
15791,3
15792,0
15792,20
15793,16
15794,0
15794,20
15794,5
15794,9
15794,18
15795,20
15795,5
15795,2
15796,24
15796,15
15797,8
15797,24
15797,20
15798,0
15798,20
15799,1
15799,4
15800,20
15800,15
15800,8
15800,17
15800,10
15801,0
15802,17
15802,4
15802,8
15803,19
15804,0
15804,3
15804,11
15804,10
15804,13
15805,20
15805,11
15805,0
15806,13
15807,0
15807,13
15807,5
15807,14
15807,2
15808,2
15808,14
15808,20
15808,18
15808,0
15809,11
15809,13
15810,11
15810,19
15810,23
15811,7
15811,13
15811,19
15811,4
15812,6
15812,3
15812,14
15813,24
15814,2
15814,10
15814,24
15814,20
15814,13
15814,0
15814,23
15815,12
15816,2
15816,19
15816,9
15816,10
15816,18
15816,23
15816,5
15816,7
15816,11
15816,0
15816,12
15817,0
15817,10
15817,9
15817,5
15817,21
15817,3
15817,13
15817,7
15817,19
15818,10
15819,20
15819,8
15820,5
15821,20
15821,15
15821,7
15822,10
15823,11
15823,0
15823,13
15823,10
15823,15
15823,4
15823,5
15824,13
15824,0
15824,1
15825,24
15825,4
15826,16
15827,17
15827,10
15828,15
15829,15
15829,4
15830,6
15830,16
15830,15
15830,20
15830,8
15831,5
15831,2
15831,16
15831,0
15831,11
15831,19
15831,9
15831,4
15831,1
15831,14
15831,13
15831,6
15831,17
15831,12
15831,20
15831,18
15831,10
15831,7
15831,23
15831,24
15832,24
15832,20
15833,24
15833,12
15834,24
15834,13
15835,15
15836,5
15837,11
15838,1
15838,10
15838,21
15838,13
15838,20
15839,4
15839,9
15840,3
15841,1
15842,20
15842,5
15842,10
15842,15
15843,15
15844,17
15844,25
15844,7
15844,9
15844,15
15844,24
15844,20
15845,3
15845,5
15845,21
15845,7
15845,11
15845,9
15845,13
15845,19
15845,12
15845,15
15846,5
15846,10
15846,19
15846,18
15846,14
15846,13
15847,21
15848,8
15848,2
15848,14
15848,12
15848,5
15849,13
15850,19
15850,13
15850,10
15851,9
15851,10
15851,12
15851,13
15851,21
15852,12
15852,17
15853,10
15853,12
15853,21
15854,10
15855,4
15855,14
15855,16
15855,10
15855,5
15856,0
15856,1
15857,5
15857,9
15857,10
15857,2
15858,19
15858,9
15858,10
15858,13
15858,2
15858,5
15858,0
15859,9
15860,9
15860,2
15860,0
15860,10
15860,19
15860,4
15860,20
15860,23
15860,22
15860,12
15861,17
15861,0
15861,2
15861,10
15861,20
15861,1
15861,24
15861,5
15862,20
15862,24
15862,4
15863,0
15863,10
15863,20
15863,13
15863,23
15863,18
15863,2
15863,17
15863,5
15863,12
15864,23
15865,12
15866,10
15866,4
15866,16
15866,0
15866,11
15867,20
15867,24
15868,24
15868,20
15868,15
15868,16
15868,3
15868,4
15868,23
15868,21
15868,2
15868,5
15868,22
15868,10
15868,19
15868,14
15869,13
15869,20
15869,15
15870,5
15870,6
15871,10
15871,16
15871,18
15871,0
15871,14
15871,19
15871,9
15871,12
15871,4
15871,21
15871,2
15872,18
15873,6
15873,15
15873,4
15874,5
15874,15
15874,24
15874,20
15874,10
15874,7
15874,13
15874,23
15874,8
15875,24
15876,20
15876,15
15876,4
15876,10
15877,11
15878,9
15878,18
15878,24
15878,8
15878,20
15878,6
15878,5
15878,14
15878,4
15878,2
15878,23
15879,24
15879,20
15879,8
15879,19
15879,9
15879,10
15879,17
15880,13
15880,15
15880,20
15880,0
15881,17
15881,20
15881,16
15881,14
15881,18
15881,4
15882,10
15882,17
15882,4
15882,5
15882,20
15883,5
15883,10
15884,10
15885,18
15886,15
15886,20
15886,3
15887,5
15887,10
15887,9
15887,19
15887,8
15887,21
15887,23
15887,13
15887,7
15887,1
15887,14
15888,14
15889,12
15890,13
15890,10
15890,19
15890,6
15890,12
15890,11
15891,12
15891,5
15891,1
15891,16
15892,19
15892,0
15892,13
15893,18
15893,14
15894,10
15894,1
15894,18
15894,17
15894,21
15894,14
15894,8
15894,19
15894,12
15895,5
15895,17
15896,8
15896,15
15896,20
15896,5
15896,10
15896,13
15896,2
15896,24
15896,12
15896,6
15897,5
15897,18
15897,12
15897,19
15897,14
15897,16
15897,10
15897,21
15897,13
15897,4
15898,17
15898,24
15899,24
15900,11
15900,19
15900,17
15900,10
15901,11
15901,24
15901,14
15901,5
15901,8
15901,17
15901,18
15901,13
15902,0
15902,17
15902,3
15902,18
15902,19
15903,0
15903,10
15904,2
15904,0
15904,11
15905,20
15905,2
15905,4
15905,12
15905,14
15906,6
15907,20
15907,24
15907,15
15908,0
15908,16
15908,13
15909,16
15909,7
15909,19
15909,0
15910,4
15911,6
15912,4
15912,0
15912,12
15912,13
15912,5
15912,19
15912,18
15912,9
15912,2
15913,5
15913,10
15914,24
15914,5
15914,2
15914,20
15914,15
15915,6
15915,13
15916,0
15916,24
15916,13
15916,2
15916,14
15916,19
15917,12
15918,24
15918,6
15919,5
15919,14
15919,9
15920,24
15920,0
15920,17
15920,2
15921,0
15921,10
15921,5
15921,7
15921,12
15921,1
15921,2
15922,18
15923,20
15924,14
15924,10
15924,0
15924,5
15925,11
15925,0
15926,16
15926,20
15926,9
15926,24
15926,0
15927,11
15927,19
15927,5
15927,7
15927,10
15927,18
15927,8
15927,9
15927,12
15927,16
15927,21
15927,17
15927,20
15927,14
15927,2
15928,9
15929,21
15929,5
15929,8
15930,5
15930,13
15930,20
15930,10
15930,24
15931,20
15931,24
15931,18
15931,21
15931,15
15931,22
15931,4
15932,20
15932,3
15932,15
15932,5
15932,4
15932,18
15932,24
15932,17
15932,9
15933,2
15933,24
15933,0
15934,18
15934,20
15934,4
15934,24
15934,2
15934,10
15934,23
15935,24
15935,11
15935,3
15935,20
15936,0
15936,24
15936,9
15936,12
15937,24
15937,18
15938,7
15938,23
15938,24
15938,12
15938,16
15938,20
15938,22
15938,19
15939,24
15939,20
15939,15
15939,8
15939,0
15939,13
15940,0
15940,5
15940,15
15940,2
15941,24
15941,20
15942,13
15942,1
15943,19
15944,1
15944,5
15944,19
15944,9
15944,16
15944,4
15944,10
15944,8
15945,9
15945,16
15945,1
15945,3
15946,16
15946,4
15946,13
15947,24
15947,20
15948,17
15948,14
15949,5
15949,8
15949,9
15950,15
15950,20
15950,4
15950,13
15950,10
15950,1
15951,4
15952,0
15952,10
15952,1
15953,13
15953,18
15954,5
15954,17
15954,19
15955,21
15955,19
15955,17
15955,5
15956,23
15956,12
15956,19
15957,5
15957,11
15957,18
15957,7
15957,2
15957,20
15958,6
15959,16
15959,14
15959,19
15959,3
15959,0
15960,0
15961,17
15961,16
15961,24
15961,13
15961,8
15962,10
15962,5
15962,8
15962,19
15963,23
15963,19
15963,17
15964,19
15964,14
15964,4
15965,1
15965,4
15965,21
15965,19
15965,5
15965,2
15965,10
15965,23
15965,15
15965,12
15965,9
15965,18
15965,8
15966,15
15966,20
15967,14
15967,19
15967,18
15967,5
15967,17
15967,12
15967,10
15967,9
15968,24
15968,20
15968,2
15968,10
15968,0
15968,21
15968,1
15968,9
15968,13
15969,16
15969,14
15970,19
15971,24
15972,18
15972,6
15973,15
15973,24
15973,20
15974,18
15974,0
15974,24
15974,19
15974,13
15974,10
15974,9
15974,23
15975,0
15975,21
15975,2
15975,20
15975,5
15975,18
15975,4
15975,14
15975,17
15975,7
15975,10
15975,19
15975,11
15976,10
15977,0
15977,5
15977,21
15977,14
15977,16
15978,9
15978,1
15978,19
15978,24
15978,20
15978,15
15978,7
15979,19
15979,10
15979,13
15979,3
15979,2
15979,0
15979,21
15980,21
15980,18
15980,10
15981,19
15981,5
15981,13
15981,18
15982,21
15982,5
15982,1
15982,13
15982,19
15983,5
15983,18
15984,21
15985,18
15985,14
15985,5
15985,8
15985,21
15985,16
15985,17
15985,19
15986,8
15986,16
15987,3
15988,11
15988,24
15988,20
15988,13
15989,19
15990,20
15991,16
15992,20
15992,24
15993,15
15993,20
15993,8
15993,24
15993,4
15993,18
15993,14
15993,9
15993,10
15994,8
15994,10
15994,13
15994,12
15994,20
15994,5
15994,15
15994,3
15994,0
15994,16
15994,11
15994,9
15994,1
15994,4
15994,2
15995,8
15996,13
15997,1
15997,8
15997,21
15997,16
15997,13
15997,5
15997,10
15997,18
15998,4
15998,19
15999,10
15999,14
15999,20
15999,11
15999,21
15999,5
15999,12
15999,24
15999,15
15999,9
15999,4
15999,18
16000,11
16000,18
16001,4
16001,13
16001,9
16001,14
16001,23
16001,2
16001,15
16001,7
16001,20
16002,2
16002,11
16003,4
16004,13
16004,10
16004,23
16004,14
16004,21
16005,6
16005,5
16006,24
16006,20
16006,2
16006,12
16006,10
16007,23
16008,4
16008,20
16008,3
16008,15
16009,24
16010,3
16010,15
16011,10
16011,0
16011,20
16011,15
16011,12
16012,4
16012,15
16012,3
16012,8
16013,20
16013,13
16013,22
16013,15
16013,19
16013,4
16013,5
16014,15
16014,24
16014,20
16015,11
16015,24
16015,10
16015,20
16015,19
16015,0
16015,5
16015,4
16016,15
16016,4
16017,2
16017,4
16017,20
16017,24
16017,13
16017,8
16017,0
16018,20
16018,1
16018,16
16018,8
16018,15
16019,15
16019,22
16020,10
16020,17
16020,3
16021,14
16021,6
16022,13
16023,0
16023,2
16023,5
16024,13
16024,12
16025,15
16025,22
16026,5
16026,0
16026,10
16026,2
16026,20
16026,9
16026,22
16026,4
16027,24
16027,20
16028,5
16028,13
16028,10
16028,17
16028,22
16029,5
16029,11
16029,21
16030,17
16031,24
16031,4
16031,18
16031,14
16032,21
16032,5
16033,20
16033,16
16033,15
16034,11
16034,14
16034,2
16034,4
16034,19
16034,18
16034,7
16034,6
16034,23
16034,16
16035,0
16035,17
16036,24
16036,8
16036,20
16037,0
16037,13
16037,14
16038,2
16038,15
16039,24
16039,13
16039,20
16040,4
16040,19
16040,13
16041,15
16041,14
16041,6
16041,20
16041,0
16041,10
16041,24
16041,18
16042,17
16042,20
16043,17
16043,24
16043,19
16044,10
16044,15
16045,15
16045,6
16045,4
16046,0
16046,13
16047,0
16047,20
16047,3
16047,24
16048,4
16048,19
16048,20
16049,17
16049,13
16050,2
16050,23
16050,5
16050,4
16050,14
16050,0
16050,9
16050,12
16051,10
16052,11
16052,3
16052,4
16053,1
16053,20
16053,24
