회원번호,카테고리
9607,14
9607,6
9607,21
9607,2
9607,9
9607,5
9607,16
9608,0
9608,11
9609,14
9610,18
9611,5
9612,24
9612,20
9613,5
9613,10
9613,8
9614,14
9615,11
9615,13
9616,13
9617,15
9617,14
9617,4
9618,20
9618,5
9619,20
9619,17
9619,15
9620,10
9620,5
9620,14
9620,8
9621,15
9621,20
9621,18
9622,16
9622,23
9622,4
9623,21
9623,11
9624,0
9624,24
9625,2
9625,19
9625,9
9625,20
9625,7
9625,4
9626,10
9626,15
9626,20
9626,4
9627,11
9627,0
9627,9
9628,11
9628,24
9628,0
9629,9
9629,5
9629,13
9629,4
9629,12
9629,18
9630,17
9630,9
9631,6
9632,18
9632,9
9632,19
9632,0
9632,13
9632,5
9632,12
9632,6
9632,23
9633,12
9633,19
9633,14
9633,5
9633,18
9633,10
9633,9
9633,20
9633,8
9634,13
9635,15
9635,3
9636,17
9637,9
9638,20
9638,15
9638,4
9638,13
9638,7
9638,19
9638,9
9639,3
9639,10
9640,24
9640,4
9640,0
9640,18
9641,4
9642,16
9642,17
9642,24
9642,5
9642,8
9642,19
9643,10
9643,12
9643,17
9643,5
9643,6
9644,21
9645,19
9645,12
9646,18
9646,0
9647,17
9647,3
9648,16
9648,15
9648,4
9648,8
9648,20
9649,0
9650,2
9650,24
9650,0
9650,20
9650,3
9651,0
9651,3
9651,5
9651,10
9652,3
9653,21
9654,4
9654,15
9654,20
9654,22
9655,16
9656,0
9656,13
9657,18
9658,19
9659,18
9659,11
9659,6
9659,7
9660,15
9660,4
9660,3
9660,20
9660,24
9660,21
9661,16
9662,10
9662,7
9663,9
9664,8
9664,10
9665,19
9665,14
9665,18
9666,21
9667,17
9668,16
9669,10
9669,3
9670,12
9670,0
9670,24
9670,11
9671,9
9671,1
9671,19
9671,3
9671,2
9671,12
9671,7
9671,17
9672,17
9672,9
9672,20
9672,13
9672,10
9672,12
9672,4
9673,5
9673,1
9673,17
9674,17
9674,19
9674,14
9674,9
9674,3
9674,24
9674,20
9674,13
9674,18
9675,24
9675,15
9675,20
9676,15
9677,17
9677,8
9677,20
9677,13
9678,16
9679,18
9680,13
9681,24
9681,20
9681,2
9681,5
9681,9
9681,19
9681,10
9681,14
9681,0
9681,18
9682,21
9682,10
9682,23
9682,6
9683,1
9683,10
9684,0
9685,14
9685,18
9685,19
9685,10
9685,17
9686,10
9687,0
9687,24
9687,2
9688,13
9689,11
9690,20
9690,14
9690,15
9690,24
9691,14
9691,23
9692,0
9692,18
9692,2
9692,11
9692,13
9692,7
9692,5
9693,21
9694,20
9694,15
9694,21
9694,24
9694,10
9695,3
9695,13
9696,17
9696,2
9696,9
9696,16
9696,4
9696,19
9697,15
9698,1
9698,9
9698,19
9698,10
9698,4
9698,5
9699,18
9700,4
9700,16
9701,17
9702,1
9702,19
9702,12
9702,5
9703,19
9703,16
9703,23
9703,6
9704,24
9705,21
9706,24
9707,18
9708,0
9708,24
9708,1
9708,15
9709,1
9709,10
9709,17
9709,19
9710,19
9710,4
9710,23
9710,7
9711,0
9711,3
9712,21
9713,18
9713,13
9714,13
9714,10
9715,20
9715,15
9715,13
9715,24
9715,7
9716,0
9717,0
9717,24
9717,5
9718,19
9718,14
9718,10
9718,9
9718,12
9719,5
9719,15
9720,5
9720,19
9720,9
9721,24
9721,20
9722,20
9722,15
9722,4
9722,24
9723,13
9723,24
9724,6
9725,5
9725,15
9725,0
9726,21
9727,11
9728,4
9728,14
9728,0
9728,11
9728,2
9728,1
9729,12
9729,18
9730,15
9730,6
9730,14
9730,24
9730,20
9730,22
9730,18
9731,4
9731,14
9731,18
9731,23
9731,11
9732,18
9733,11
9734,0
9734,13
9734,11
9735,10
9735,18
9735,14
9735,16
9735,9
9735,5
9735,21
9736,20
9737,5
9737,13
9737,2
9737,10
9738,0
9738,24
9738,20
9738,12
9738,18
9738,16
9739,24
9739,10
9739,13
9739,8
9740,9
9740,7
9740,18
9740,15
9741,21
9742,3
9743,6
9744,24
9744,4
9745,20
9745,2
9745,21
9745,0
9745,10
9746,6
9747,0
9747,24
9747,20
9747,9
9748,2
9748,0
9748,10
9748,20
9748,23
9749,3
9749,13
9750,11
9750,17
9750,19
9750,10
9750,9
9751,0
9752,10
9753,18
9754,7
9754,13
9754,5
9754,14
9755,4
9755,12
9755,10
9755,2
9755,14
9755,5
9755,19
9755,21
9755,13
9756,24
9756,0
9757,19
9758,3
9758,13
9758,15
9759,14
9760,1
9760,21
9761,1
9761,4
9761,10
9761,5
9761,16
9761,20
9761,15
9762,20
9762,18
9762,10
9763,0
9764,18
9765,19
9766,14
9766,18
9767,14
9767,5
9767,10
9768,13
9769,14
9769,6
9769,23
9769,7
9769,16
9769,12
9769,3
9769,18
9770,11
9771,3
9771,15
9771,20
9771,10
9771,11
9771,22
9771,5
9771,14
9771,19
9772,0
9772,4
9773,0
9773,10
9774,16
9775,13
9776,0
9776,5
9777,18
9778,24
9778,13
9778,14
9778,7
9779,10
9780,12
9780,10
9781,19
9781,13
9781,10
9782,4
9782,13
9782,6
9782,8
9782,7
9782,21
9783,3
9784,10
9784,5
9785,0
9785,20
9785,7
9786,10
9787,10
9787,5
9787,23
9787,1
9788,5
9788,2
9788,19
9789,25
9790,1
9791,13
9792,3
9792,21
9793,2
9793,0
9793,13
9793,16
9794,18
9795,0
9796,18
9797,20
9797,15
9797,24
9797,5
9798,22
9798,24
9799,10
9799,5
9799,8
9799,20
9799,19
9800,11
9801,15
9801,20
9802,0
9802,17
9802,2
9803,0
9803,13
9803,21
9804,3
9804,20
9804,15
9804,4
9804,17
9804,22
9804,8
9805,11
9806,13
9806,0
9806,3
9807,18
9808,10
9808,21
9809,10
9809,19
9809,13
9810,0
9810,13
9810,24
9811,0
9811,4
9812,0
9812,6
9812,5
9812,13
9813,6
9813,17
9814,18
9814,14
9815,13
9815,19
9815,0
9816,4
9816,3
9817,0
9818,14
9818,5
9818,19
9818,24
9819,14
9820,11
9821,24
9821,8
9822,18
9823,14
9823,7
9823,17
9823,12
9824,18
9824,4
9824,16
9824,11
9824,19
9824,14
9825,15
9826,8
9826,15
9826,6
9827,0
9827,10
9827,4
9827,11
9828,2
9829,11
9829,15
9829,5
9829,1
9829,20
9830,20
9830,9
9830,15
9830,4
9830,21
9831,11
9832,24
9833,10
9833,23
9833,1
9834,5
9834,17
9835,6
9835,18
9835,1
9835,10
9835,16
9836,13
9836,10
9836,1
9836,14
9836,15
9836,4
9836,8
9837,19
9837,15
9837,17
9838,23
9838,18
9839,11
9839,10
9840,9
9840,18
9840,19
9840,11
9840,17
9841,9
9841,19
9841,12
9842,24
9842,20
9842,4
9842,1
9842,15
9842,9
9843,0
9843,11
9843,13
9844,24
9845,5
9846,17
9846,4
9847,0
9848,10
9848,5
9849,24
9849,17
9849,20
9849,9
9849,8
9850,0
9850,3
9850,9
9850,2
9850,7
9850,19
9851,17
9852,6
9853,5
9854,24
9854,20
9855,4
9855,20
9855,15
9855,17
9855,24
9855,14
9855,10
9856,10
9856,18
9856,17
9856,9
9857,13
9857,4
9857,24
9857,20
9857,0
9857,8
9857,21
9858,20
9859,5
9859,4
9859,18
9859,3
9859,10
9859,21
9859,14
9860,15
9860,3
9860,8
9861,13
9862,2
9862,0
9862,13
9862,5
9863,14
9863,11
9863,13
9864,13
9865,22
9866,13
9866,16
9867,15
9867,11
9868,4
9868,3
9869,15
9870,2
9870,23
9870,13
9870,19
9870,10
9870,8
9870,20
9870,22
9870,15
9871,0
9871,13
9871,5
9871,8
9871,2
9872,19
9872,20
9872,9
9872,3
9872,10
9873,24
9874,24
9875,0
9875,24
9875,20
9875,3
9875,5
9875,10
9876,12
9876,15
9877,11
9878,6
9879,18
9879,19
9879,5
9879,8
9879,17
9880,20
9880,0
9880,2
9881,6
9881,21
9882,5
9882,20
9882,11
9882,0
9882,19
9882,9
9882,12
9883,6
9884,18
9885,21
9885,13
9885,14
9886,14
9886,4
9886,10
9886,16
9887,17
9888,14
9888,10
9889,18
9890,18
9890,14
9891,5
9892,0
9893,16
9893,0
9893,24
9894,24
9894,0
9894,9
9895,17
9895,15
9895,24
9895,8
9896,13
9896,14
9896,16
9897,0
9897,16
9897,10
9897,17
9897,23
9897,1
9897,13
9897,19
9897,5
9898,19
9898,9
9898,0
9898,8
9898,21
9898,5
9898,11
9898,17
9899,18
9899,3
9900,5
9901,2
9901,24
9901,20
9901,4
9901,0
9902,16
9902,13
9902,2
9902,24
9902,23
9902,4
9902,14
9903,0
9903,1
9904,1
9905,21
9906,11
9906,0
9907,12
9907,14
9908,3
9908,4
9908,16
9908,10
9908,12
9909,13
9910,4
9910,10
9910,19
9910,7
9910,12
9910,18
9910,0
9911,1
9911,3
9911,0
9911,6
9912,18
9912,14
9913,5
9914,9
9915,6
9916,5
9916,13
9916,20
9916,15
9916,22
9917,11
9918,18
9918,6
9919,14
9920,12
9920,4
9920,20
9920,21
9921,0
9921,4
9921,8
9921,16
9922,11
9923,14
9924,4
9925,14
9925,20
9925,11
9925,18
9926,15
9927,16
9927,5
9927,0
9927,23
9927,10
9928,10
9929,2
9929,4
9929,22
9929,9
9929,10
9929,13
9929,5
9929,16
9929,23
9930,24
9930,20
9930,13
9930,16
9930,0
9930,2
9931,6
9931,15
9931,3
9932,15
9932,18
9933,11
9934,13
9935,0
9935,16
9936,19
9936,24
9936,8
9937,14
9938,11
9938,13
9938,5
9939,24
9939,3
9939,20
9939,4
9940,0
9940,9
9940,14
9940,4
9940,10
9941,20
9941,14
9941,8
9941,15
9941,4
9942,0
9943,8
9943,5
9944,10
9945,0
9945,16
9945,20
9945,3
9945,14
9945,4
9945,18
9945,2
9946,24
9946,20
9946,10
9946,15
9947,0
9947,5
9947,10
9947,2
9948,14
9948,15
9949,13
9949,16
9950,13
9951,17
9952,24
9953,13
9953,24
9953,20
9953,0
9953,3
9954,17
9954,24
9954,20
9954,6
9954,15
9955,20
9955,24
9955,3
9955,15
9955,4
9955,7
9956,6
9956,16
9956,7
9956,3
9956,10
9956,18
9956,14
9956,1
9956,17
9956,19
9956,20
9957,4
9957,2
9957,5
9957,0
9957,13
9958,15
9958,4
9959,0
9959,24
9960,17
9960,15
9961,15
9961,4
9962,8
9962,19
9963,17
9964,23
9965,7
9965,21
9965,16
9965,3
9965,10
9965,4
9965,1
9965,23
9966,5
9967,0
9967,5
9968,11
9969,16
9970,4
9970,12
9970,15
9970,5
9970,14
9971,3
9971,0
9972,0
9973,4
9973,18
9973,14
9973,3
9973,15
9974,16
9975,21
9976,19
9976,10
9976,3
9976,16
9976,1
9976,5
9977,8
9977,10
9977,5
9978,5
9979,14
9980,10
9980,18
9981,8
9982,20
9983,20
9983,0
9983,2
9983,13
9983,15
9983,24
9984,15
9984,20
9984,17
9985,0
9985,19
9985,24
9985,9
9985,11
9985,20
9986,18
9986,14
9986,10
9987,18
9987,9
9987,23
9988,14
9988,24
9988,0
9988,20
9988,10
9988,19
9988,4
9988,8
9988,5
9988,9
9988,18
9989,0
9989,3
9990,20
9990,4
9990,13
9990,24
9990,22
9990,0
9990,11
9990,23
9991,17
9991,10
9991,5
9991,19
9991,15
9991,0
9991,13
9991,24
9991,20
9991,14
9991,8
9991,12
9991,18
9991,9
9992,14
9992,16
9992,7
9993,15
9993,20
9993,14
9994,4
9994,19
9995,14
9995,17
9995,4
9995,16
9995,18
9995,12
9995,0
9996,13
9996,1
9997,10
9998,2
9998,10
9999,1
9999,12
9999,5
9999,10
10000,3
10001,7
10002,17
10002,0
10002,15
10002,11
10002,19
10002,4
10002,7
10002,9
10003,4
10004,3
10004,5
10004,10
10004,4
10004,16
10005,11
10005,13
10005,10
10006,13
10007,1
10007,24
10007,0
10007,9
10007,21
10007,13
10007,5
10007,20
10007,19
10007,2
10007,10
10008,10
10008,20
10008,2
10008,22
10009,9
10010,18
10010,11
10010,13
10010,0
10011,0
10011,5
10011,21
10012,15
10012,10
10012,4
10012,11
10012,22
10012,6
10013,4
10013,3
10014,19
10015,13
10015,11
10016,24
10016,0
10017,4
10018,11
10018,13
10018,21
10018,22
10019,19
10019,0
10020,20
10020,5
10020,4
10020,9
10020,16
10021,11
10022,4
10022,5
10022,19
10022,15
10022,24
10022,20
10023,14
10023,10
10023,5
10023,12
10023,4
10023,8
10024,11
10025,14
10025,18
10026,7
10026,14
10026,13
10026,6
10027,18
10028,21
10029,14
10029,3
10029,15
10029,4
10029,5
10029,1
10029,18
10030,14
10031,13
10031,0
10032,16
10032,4
10033,0
10033,24
10033,2
10033,5
10033,9
10033,20
10033,13
10034,19
10035,1
10036,24
10036,10
10036,20
10036,15
10036,3
10036,8
10037,6
10038,17
10039,24
10039,0
10040,10
10040,7
10040,0
10040,12
10041,5
10041,14
10042,10
10042,19
10042,7
10043,13
10043,24
10043,19
10043,5
10043,0
10043,9
10043,2
10043,12
10044,0
10045,20
10045,4
10045,13
10046,7
10046,2
10046,10
10046,20
10046,0
10046,13
10046,23
10046,24
10046,15
10046,6
10047,17
10047,4
10047,15
10047,5
10048,11
10048,21
10049,24
10050,6
10051,20
10051,24
10051,11
10052,4
10052,20
10052,0
10052,24
10053,0
10054,4
10054,12
10055,23
10055,19
10055,17
10055,5
10055,7
10055,18
10055,8
10055,10
10056,7
10056,14
10056,18
10056,17
10056,4
10057,13
10057,11
10058,13
10058,24
10058,10
10058,20
10058,5
10058,8
10058,14
10059,6
10060,20
10061,0
10061,4
10062,13
10062,4
10062,15
10063,9
10063,10
10063,18
10064,18
10064,9
10065,13
10066,13
10067,12
10067,7
10067,2
10067,5
10067,22
10067,9
10067,13
10067,17
10068,13
10069,8
10069,10
10069,19
10069,17
10069,5
10069,6
10070,11
10071,24
10071,14
10071,2
10071,19
10072,24
10072,4
10072,14
10072,6
10073,4
10073,15
10073,24
10073,20
10074,24
10074,19
10074,0
10074,5
10074,18
10074,14
10075,2
10075,19
10075,12
10076,5
10076,18
10076,12
10076,9
10077,15
10078,4
10078,19
10078,10
10078,16
10079,13
10080,4
10080,11
10081,4
10081,19
10081,23
10081,18
10081,14
10082,18
10083,0
10084,15
10084,4
10084,23
10085,12
10085,17
10085,10
10085,9
10085,19
10085,16
10085,4
10085,18
10085,5
10085,14
10085,3
10086,15
10087,21
10088,14
10089,8
10089,10
10090,6
10090,18
10090,13
10090,5
10090,17
10090,14
10090,1
10090,10
10090,4
10090,19
10091,4
10091,17
10092,9
10092,4
10092,16
10092,10
10093,15
10093,18
10094,13
10094,3
10094,1
10095,7
10095,19
10095,17
10095,2
10096,17
10097,24
10097,0
10097,2
10098,9
10099,4
10099,7
10099,11
10100,5
10100,17
10101,13
10101,20
10101,24
10101,5
10102,7
10102,6
10103,21
10103,8
10103,6
10103,10
10103,5
10103,13
10104,11
10104,7
10104,18
10104,13
10104,6
10105,14
10106,1
10106,10
10107,9
10107,10
10107,7
10108,13
10108,6
10108,4
10108,23
10109,10
10109,20
10110,5
10110,23
10110,6
10111,11
10112,1
10112,13
10113,21
10113,13
10114,13
10114,18
10114,11
10115,6
10116,15
10116,20
10116,24
10116,8
10116,5
10117,0
10118,18
10118,16
10119,18
10120,15
10121,4
10122,12
10122,19
10122,7
10122,14
10122,16
10122,11
10122,17
10122,21
10122,9
10122,13
10123,5
10123,19
10123,4
10124,15
10124,14
10124,19
10124,4
10125,18
10126,15
10126,4
10127,22
10127,16
10128,8
10128,9
10128,19
10128,12
10128,10
10128,1
10128,21
10129,14
10130,7
10131,12
10131,5
10131,8
10131,19
10131,10
10131,9
10132,18
10132,14
10132,6
10132,12
10132,5
10133,24
10134,17
10135,24
10135,20
10136,5
10137,0
10138,2
10138,18
10139,13
10139,15
10139,18
10140,9
10140,12
10140,15
10140,24
10140,18
10140,20
10141,20
10142,11
10142,8
10143,4
10143,3
10143,21
10143,12
10144,24
10145,0
10146,13
10146,17
10147,24
10147,21
10147,18
10147,13
10147,4
10147,20
10147,2
10148,7
10148,10
10148,18
10148,2
10148,5
10148,19
10148,11
10149,5
10149,16
10149,3
10150,1
10151,0
10152,9
10152,8
10153,11
10154,0
10154,5
10154,2
10155,11
10156,11
10156,13
10157,7
10157,4
10157,16
10157,14
10157,9
10157,17
10157,5
10158,21
10159,24
10159,14
10160,19
10160,6
10160,16
10161,11
10162,8
10163,13
10163,7
10164,12
10164,5
10164,13
10164,17
10164,8
10164,9
10164,0
10164,6
10164,19
10165,4
10166,15
10166,20
10167,15
10167,24
10168,10
10168,19
10168,11
10168,5
10168,7
10169,13
10170,5
10170,20
10170,13
10170,17
10171,20
10171,15
10172,15
10173,23
10174,13
10175,17
10176,4
10176,23
10176,24
10176,16
10177,1
10177,12
10177,5
10177,16
10177,15
10177,17
10177,18
10177,19
10178,2
10178,20
10178,24
10178,13
10179,18
10180,24
10180,15
10180,18
10180,11
10181,17
10182,0
10182,4
10182,5
10183,9
10183,13
10184,4
10184,15
10184,22
10185,0
10185,24
10185,1
10185,14
10185,18
10185,15
10185,13
10185,20
10186,19
10186,10
10187,10
10187,2
10187,16
10187,14
10187,4
10187,0
10187,20
10187,8
10187,23
10187,9
10187,13
10188,14
10188,19
10188,6
10189,20
10190,13
10190,24
10190,8
10190,2
10190,19
10190,20
10190,1
10190,10
10190,0
10190,14
10191,4
10191,9
10192,0
10193,11
10194,5
10194,1
10194,10
10194,22
10194,15
10194,21
10195,18
10195,7
10196,8
10196,20
10197,0
10197,24
10197,10
10197,19
10197,14
10197,5
10197,13
10197,3
10198,15
10198,24
10198,4
10198,8
10198,19
10198,10
10198,13
10199,0
10200,19
10200,23
10200,0
10200,7
10200,16
10200,17
10201,24
10201,16
10202,13
10202,4
10202,10
10202,18
10202,15
10203,24
10204,17
10204,24
10204,20
10204,4
10204,8
10204,0
10204,18
10205,1
10205,20
10205,24
10205,0
10205,13
10205,2
10206,20
10206,24
10206,13
10206,0
10206,15
10206,10
10206,3
10206,16
10206,7
10206,6
10206,18
10207,24
10207,17
10207,13
10208,16
10208,5
10208,19
10209,19
10209,18
10209,14
10209,6
10210,15
10211,23
10211,0
10211,24
10211,13
10211,10
10211,16
10212,3
10212,24
10212,13
10213,4
10213,16
10213,8
10214,5
10214,18
10215,11
10216,13
10217,0
10218,16
10218,4
10218,18
10219,24
10219,19
10219,14
10219,20
10219,13
10220,5
10221,13
10221,19
10222,15
10223,10
10224,2
10224,19
10225,17
10225,14
10225,10
10225,0
10225,5
10225,19
10225,13
10226,14
10226,3
10226,24
10226,20
10226,0
10226,4
10226,2
10226,9
10226,5
10226,10
10226,11
10226,19
10226,8
10226,23
10227,15
10227,20
10227,4
10227,13
10228,11
10228,6
10229,11
10230,20
10230,2
10231,15
10231,4
10231,9
10232,15
10232,20
10233,17
10234,14
10234,18
10234,10
10234,20
10234,6
10234,19
10234,9
10235,0
10236,14
10237,5
10237,16
10238,13
10239,13
10240,15
10241,4
10241,11
10241,14
10242,21
10243,10
10243,5
10243,1
10244,0
10244,18
10244,14
10245,5
10245,20
10245,12
10245,19
10245,4
10245,13
10245,9
10246,16
10246,15
10246,23
10246,19
10246,9
10247,4
10248,7
10248,11
10249,11
10250,17
10251,14
10251,18
10251,6
10251,5
10251,10
10251,9
10252,10
10252,23
10252,4
10252,6
10253,16
10253,7
10254,4
10254,15
10254,20
10255,13
10255,23
10255,18
10256,0
10256,14
10256,4
10256,3
10256,20
10256,23
10256,9
10256,12
10257,24
10257,17
10257,20
10258,15
10259,21
10259,15
10260,9
10260,7
10261,13
10262,9
10262,17
10262,13
10262,3
10263,17
10264,0
10264,24
10264,2
10264,13
10264,6
10264,23
10265,16
10266,19
10266,2
10266,0
10266,20
10266,4
10266,10
10266,16
10266,23
10266,5
10266,13
10266,9
10266,1
10266,12
10267,19
10267,10
10267,13
10267,0
10267,11
10267,5
10267,4
10268,0
10268,12
10269,6
10270,17
10271,8
10271,19
10271,14
10271,12
10272,14
10272,18
10272,19
10273,12
10273,1
10274,9
10274,1
10275,14
10276,19
10276,4
10277,23
10278,13
10279,0
10279,9
10279,16
10279,14
10279,10
10279,11
10279,2
10280,14
10280,9
10280,18
10280,5
10280,19
10281,5
10281,16
10281,19
10281,11
10281,8
10281,14
10282,3
10282,18
10282,16
10282,11
10283,17
10284,0
10285,4
10286,13
10287,13
10288,19
10288,1
10288,6
10288,16
10288,11
10288,9
10288,13
10288,0
10288,23
10289,10
10289,20
10290,13
10290,11
10290,14
10291,24
10291,15
10292,5
10292,9
10292,2
10292,6
10292,4
10292,19
10292,24
10292,15
10292,20
10292,1
10292,14
10293,8
10294,14
10294,10
10294,5
10294,4
10294,18
10294,19
10294,8
10294,21
10295,11
10296,1
10296,10
10297,10
10297,5
10297,14
10297,0
10297,20
10297,9
10297,18
10297,23
10297,19
10298,23
10298,13
10298,19
10298,5
10298,7
10298,9
10299,0
10299,8
10299,10
10299,14
10299,7
10300,13
10300,0
10300,23
10301,13
10301,21
10302,13
10303,21
10303,6
10304,10
10304,18
10304,20
10304,4
10304,2
10304,16
10304,5
10305,14
10305,6
10305,20
10305,4
10305,10
10305,13
10306,4
10306,20
10307,1
10308,1
10309,6
10309,13
10310,0
10311,4
10311,16
10312,3
10312,15
10312,4
10313,10
10313,5
10313,13
10314,17
10315,11
10316,20
10316,8
10316,24
10316,14
10316,17
10316,15
10316,11
10316,5
10316,2
10316,0
10317,0
10318,24
10318,15
10318,1
10319,7
10319,14
10319,8
10319,16
10320,16
10320,4
10321,10
10322,4
10323,4
10324,14
10324,0
10324,19
10324,10
10324,20
10324,8
10324,12
10324,2
10324,4
10324,18
10324,3
10325,0
10326,10
10326,20
10326,21
10327,11
10327,19
10327,17
10327,10
10327,12
10328,20
10328,24
10329,4
10330,4
10330,6
10330,18
10330,16
10331,5
10331,4
10331,10
10331,12
10332,1
10332,3
10332,22
10333,6
10334,10
10334,8
10334,7
10334,12
10335,20
10335,13
10336,13
10336,5
10336,0
10336,10
10336,16
10336,4
10336,12
10337,5
10337,19
10337,18
10337,16
10337,2
10337,10
10338,3
10338,7
10339,17
10339,15
10339,20
10339,0
10339,12
10339,13
10340,5
10340,4
10341,20
10341,4
10341,5
10341,24
10342,24
10342,23
10342,20
10343,10
10344,14
10344,13
10344,12
10344,2
10344,0
10344,1
10344,5
10344,10
10345,0
10346,10
10346,5
10346,3
10347,11
10348,4
10348,3
10348,15
10348,16
10348,20
10348,8
10348,18
10349,6
10350,21
10350,10
10351,3
10351,12
10351,13
10352,15
10352,4
10353,24
10354,2
10354,10
10355,14
10355,21
10355,13
10355,3
10355,7
10356,24
10357,19
10357,18
10358,18
10359,1
10360,13
10361,15
10362,7
10362,2
10362,18
10362,5
10363,20
10363,13
10363,15
10363,11
10363,24
10363,8
10363,21
10363,19
10363,9
10364,15
10364,4
10364,20
10365,22
10365,14
10365,10
10365,8
10365,15
10366,24
10366,20
10366,22
10366,15
10366,5
10367,0
10367,24
10367,1
10367,5
10367,10
10367,17
10368,15
10368,20
10369,12
10369,10
10369,13
10369,20
10369,9
10370,4
10370,21
10371,21
10372,11
10373,20
10374,20
10374,21
10375,6
10376,24
10377,19
10378,2
10378,10
10378,8
10378,6
10378,16
10378,12
10378,20
10378,19
10378,1
10378,3
10379,20
10379,15
10379,17
10380,24
10380,4
10381,20
10381,10
10381,2
10381,24
10381,5
10381,22
10381,15
10381,8
10382,20
10382,2
10382,0
10383,15
10383,4
10383,14
10383,12
10384,17
10384,12
10384,18
10384,10
10385,12
10385,17
10385,16
10385,10
10386,12
10386,19
10386,10
10386,18
10386,1
10386,3
10386,5
10386,14
10386,22
10386,8
10386,4
10387,20
10387,15
10387,24
10387,8
10387,2
10387,4
10387,13
10387,22
10388,13
10388,18
10388,17
10389,20
10389,24
10389,0
10389,13
10390,12
10390,10
10390,6
10390,19
10390,14
10391,16
10392,0
10393,8
10393,5
10394,16
10395,24
10395,4
10395,20
10396,10
10396,12
10396,19
10397,15
10397,13
10398,0
10399,17
10400,4
10401,16
10401,11
10402,5
10402,6
10403,5
10403,4
10403,11
10403,14
10404,20
10404,15
10404,16
10405,0
10405,13
10406,11
10407,24
10407,13
10408,15
10408,24
10409,21
10409,10
10410,16
10410,15
10411,9
10411,4
10411,20
10411,15
10411,13
10411,24
10411,2
10412,15
10412,22
10412,9
10412,23
10412,10
10412,7
10413,15
10414,10
10414,15
10415,17
10415,16
10416,1
10416,9
10416,13
10416,18
10416,5
10417,6
10417,18
10418,2
10418,5
10419,15
10419,3
10420,11
10421,20
10422,5
10422,13
10422,8
10423,1
10424,4
10424,2
10424,5
10424,24
10425,10
10425,5
10426,5
10427,6
10427,5
10427,4
10427,19
10427,18
10428,19
10428,10
10429,10
10429,20
10429,5
10429,17
10430,5
10431,2
10431,8
10432,10
10432,20
10432,0
10432,2
10433,0
10433,24
10434,8
10435,15
10436,9
10436,18
10436,21
10437,0
10438,20
10438,24
10439,14
10439,19
10439,16
10439,4
10439,9
10439,18
10439,17
10439,10
10439,12
10439,8
10439,23
10439,0
10439,5
10439,2
10439,7
10440,15
10440,8
10440,22
10440,20
10440,2
10440,4
10440,14
10440,10
10441,13
10441,11
10442,24
10443,21
10444,15
10444,4
10444,13
10445,1
10445,10
10445,14
10446,20
10446,13
10446,24
10446,19
10446,18
10446,3
10447,24
10447,0
10448,4
10449,4
10450,4
10450,17
10450,9
10450,5
10451,0
10451,13
10451,7
10451,19
10452,0
10452,19
10452,24
10452,18
10452,2
10452,20
10453,13
10453,19
10453,9
10454,11
10454,6
10454,3
10455,11
10455,9
10456,0
10457,15
10457,4
10458,13
10459,9
10460,18
10460,14
10460,19
10460,5
10460,21
10461,24
10462,17
10462,16
10462,0
10462,11
10462,8
10463,10
10463,2
10463,13
10463,0
10463,4
10463,3
10464,5
10464,7
10464,10
10464,23
10464,9
10464,19
10464,0
10465,24
10465,16
10465,14
10465,20
10466,10
10466,21
10466,18
10466,14
10466,5
10467,19
10468,11
10468,22
10468,15
10468,13
10469,11
10470,20
10470,24
10470,15
10471,6
10471,13
10471,15
10472,18
10472,12
10472,19
10472,23
10472,14
10472,9
10472,5
10472,10
10473,19
10473,14
10473,10
10474,19
10475,17
10475,19
10475,20
10475,4
10475,5
10476,6
10476,18
10476,14
10476,10
10476,21
10477,11
10477,10
10478,4
10479,2
10479,14
10480,14
10480,19
10480,10
10480,5
10480,8
10480,18
10480,16
10481,24
10481,15
10481,20
10482,20
10482,10
10482,15
10482,14
10482,4
10482,13
10482,8
10482,3
10483,11
10484,2
10484,19
10484,0
10485,19
10485,9
10485,13
10486,10
10486,9
10486,17
10486,16
10486,14
10486,13
10487,1
10487,3
10487,10
10488,5
10489,11
10490,18
10490,14
10491,9
10492,13
10493,16
10494,16
10494,4
10494,19
10494,17
10495,24
10495,1
10495,11
10495,0
10496,10
10497,10
10497,17
10497,19
10497,16
10498,7
10499,4
10499,11
10500,15
10500,4
10500,3
10500,13
10500,24
10500,14
10501,9
10501,13
10501,18
10501,16
10502,5
10502,12
10503,13
10503,0
10503,8
10503,19
10503,14
10504,0
10505,0
10505,24
10505,13
10505,23
10506,20
10506,4
10506,5
10507,15
10508,8
10508,17
10508,18
10508,6
10509,5
10510,15
10510,10
10511,11
10512,4
10512,2
10513,24
10514,15
10514,24
10514,10
10514,8
10514,7
10514,6
10514,20
10515,13
10515,6
10516,18
10516,0
10517,13
10517,10
10517,20
10517,22
10517,16
10518,24
10519,13
10520,12
10520,1
10520,19
10520,7
10520,10
10520,13
10520,8
10520,5
10520,23
10520,16
10521,14
10521,6
10522,0
10523,4
10523,15
10523,5
10523,20
10523,19
10523,14
10524,13
10524,2
10524,21
10525,2
10525,12
10525,9
10525,20
10525,19
10525,23
10525,10
10525,5
10525,18
10525,21
10526,4
10527,14
10528,1
10529,16
10530,17
10530,12
10530,9
10530,3
10531,2
10531,20
10531,13
10531,24
10532,9
10532,10
10533,13
10533,9
10533,18
10534,20
10534,24
